환경성적표지 인증제품 유효현황(2021.12.22. 기준),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"○ 환경성적표지 유효현황 : 323개 기업, 1455개 제품(저탄소제품 95개 기업, 294개 제품 포함)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,자원발자국,,,,,,탄소발자국,,,,,,오존층영향,,,,,,산성비,,,,,,부영양화,,,,,,광화학 스모그,,,,,,물발자국,,,,,,,,,,,
연번,기업명,사업자등록번호,영향범주,인증번호,제품군,인증제품명,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,시작,종료,,,,
1239,코오롱인더스트리(주),138-81-56604,환경성적,2021-385,생산재,HIKOREZ A-1100,4.02.E-02,kgSbe/kg,3.51.E-02,5.09.E-03,-,-,1.96.E+00,kgCO2e/kg,1.12.E+00,8.38.E-01,-,-,2.74.E-06,kgCFC-11e/kg,2.68.E-06,6.19.E-08,-,-,6.73.E-03,kgSO2e/kg,4.24.E-03,2.49.E-03,-,-,1.97.E-03,kgPO43-e/kg,3.88.E-04,1.58.E-03,-,-,3.47.E-03,kgC2H4e/kg,3.26.E-03,2.16.E-04,-,-,1.21.E-02,m3H2Oe/kg,8.11.E-04,1.12.E-02,-,-,2021-11-02,2024-11-01,,,,
1240,코오롱인더스트리(주),138-81-56604,환경성적,2021-386,생산재,HIKOREZ T-1095,3.70.E-02,kgSbe/kg,3.18.E-02,5.17.E-03,-,-,2.10.E+00,kgCO2e/kg,1.25.E+00,8.51.E-01,-,-,2.42.E-06,kgCFC-11e/kg,2.36.E-06,6.30.E-08,-,-,6.44.E-03,kgSO2e/kg,3.90.E-03,2.53.E-03,-,-,1.98.E-03,kgPO43-e/kg,3.91.E-04,1.59.E-03,-,-,3.18.E-03,kgC2H4e/kg,2.95.E-03,2.22.E-04,-,-,1.35.E-02,m3H2Oe/kg,2.38.E-03,1.11.E-02,-,-,2021-11-02,2024-11-01,,,,
1241,삼광산업(주),126-81-12919,환경성적,2021-387,생산재,"레디믹스트 콘크리트[25-24-150, 수도권]",7.18.E-01,kgSbe/m3,7.07.E-01,1.08.E-02,-,-,2.47.E+02,kgCO2e/m3,2.45.E+02,1.70.E+00,-,-,7.50.E-02,kgCFC-11e/m3,7.50.E-02,1.25.E-09,-,-,1.99.E-01,kgSO2e/m3,1.96.E-01,3.10.E-03,-,-,4.55.E-02,kgPO43-e/m3,4.50.E-02,5.47.E-04,-,-,6.01.E-02,kgC2H4e/m3,6.01.E-02,3.16.E-05,-,-,4.61.E-01,m3H2Oe/m3,3.78.E-01,8.33.E-02,-,-,2021-11-02,2024-11-01,,,,
1242,삼광산업(주),126-81-12919,환경성적,2021-388,생산재,"레디믹스트 콘크리트[25-21-150, 수도권]",6.14.E-01,kgSbe/m3,6.03.E-01,1.14.E-02,-,-,2.08.E+02,kgCO2e/m3,2.06.E+02,1.80.E+00,-,-,7.75.E-02,kgCFC-11e/m3,7.75.E-02,9.90.E-10,-,-,1.65.E-01,kgSO2e/m3,1.62.E-01,3.19.E-03,-,-,4.05.E-02,kgPO43-e/m3,4.00.E-02,5.74.E-04,-,-,5.56.E-02,kgC2H4e/m3,5.56.E-02,2.27.E-05,-,-,4.13.E-01,m3H2Oe/m3,3.31.E-01,8.23.E-02,-,-,2021-11-02,2024-11-01,,,,
1243,삼광산업(주),126-81-12919,환경성적,2021-389,생산재,"레디믹스트 콘크리트[25-27-150, 수도권]",6.80.E-01,kgSbe/m3,6.69.E-01,1.06.E-02,-,-,2.31.E+02,kgCO2e/m3,2.30.E+02,1.67.E+00,-,-,9.52.E-02,kgCFC-11e/m3,9.52.E-02,1.25.E-09,-,-,1.66.E-01,kgSO2e/m3,1.62.E-01,3.05.E-03,-,-,4.34.E-02,kgPO43-e/m3,4.29.E-02,5.38.E-04,-,-,5.87.E-02,kgC2H4e/m3,5.87.E-02,3.13.E-05,-,-,4.39.E-01,m3H2Oe/m3,3.56.E-01,8.29.E-02,-,-,2021-11-02,2024-11-01,,,,
1244,삼광산업(주),126-81-12919,환경성적,2021-390,생산재,"레디믹스트 콘크리트[25-30-150, 수도권]",8.34.E-01,kgSbe/m3,8.17.E-01,1.68.E-02,-,-,2.89.E+02,kgCO2e/m3,2.87.E+02,2.65.E+00,-,-,7.64.E-02,kgCFC-11e/m3,7.64.E-02,1.26.E-09,-,-,2.33.E-01,kgSO2e/m3,2.28.E-01,4.69.E-03,-,-,5.11.E-02,kgPO43-e/m3,5.03.E-02,8.44.E-04,-,-,6.52.E-02,kgC2H4e/m3,6.52.E-02,3.76.E-05,-,-,5.05.E-01,m3H2Oe/m3,4.12.E-01,9.26.E-02,-,-,2021-11-02,2024-11-01,,,,
1245,무림피앤피(주),610-81-02842,저탄소제품,2021-391,생산재,네오스타미색,4.51.E+00,kgSbe/ton,2.77.E+00,1.75.E+00,-,-,7.08.E+02,kgCO2e/ton,4.28.E+02,2.80.E+02,-,-,6.51.E-05,kgCFC-11e/ton,6.50.E-05,1.51.E-07,-,-,2.74.E+00,kgSO2e/ton,2.25.E+00,4.97.E-01,-,-,9.25.E-01,kgPO43-e/ton,7.98.E-01,1.27.E-01,-,-,7.85.E-01,kgC2H4e/ton,5.96.E-01,1.89.E-01,-,-,3.91.E+01,m3H2Oe/ton,2.36.E+01,1.55.E+01,-,-,2021-11-02,2024-11-01,,,,
1246,명일폼(주),504-81-65940,환경성적,2021-392,생산재,"PF board(준불연, 경질 발포플라스틱 Ⅰ종A)",8.37.E-01,kgSbe/m3,7.28.E-01,1.09.E-01,-,-,8.61.E+01,kgCO2e/m3,6.70.E+01,1.91.E+01,-,-,3.01.E-03,kgCFC-11e/m3,3.01.E-03,6.06.E-08,-,-,3.33.E-01,kgSO2e/m3,2.97.E-01,3.56.E-02,-,-,5.70.E-02,kgPO43-e/m3,5.08.E-02,6.26.E-03,-,-,2.65.E+00,kgC2H4e/m3,1.30.E-01,2.52.E+00,-,-,1.07.E+01,m3H2Oe/m3,1.05.E+01,1.57.E-01,-,-,2021-11-02,2024-11-01,,,,
1247,(주)인그래픽스,824-88-01043,환경성적,2021-393,내구재,DIY 원목 다용도함(G-BOT 스티브),3.10.E-03,kgSbe/개,1.89.E-03,6.98.E-04,-,5.17.E-04,4.94.E-01,kgCO2e/개,3.00.E-01,1.02.E-01,-,9.20.E-02,1.33.E-05,kgCFC-11e/개,1.05.E-05,2.80.E-06,-,5.06.E-09,2.11.E-03,kgSO2e/개,1.46.E-03,2.42.E-04,-,4.10.E-04,5.58.E-04,kgPO43-e/개,3.74.E-04,6.01.E-05,-,1.24.E-04,4.94.E-04,kgC2H4e/개,4.19.E-04,2.55.E-05,-,4.95.E-05,2.30.E-02,m3H2Oe/개,2.20.E-02,9.19.E-04,-,4.79.E-05,2021-11-02,2024-11-01,,,,
1248,부산산업(주),606-81-56897,환경성적,2021-394,생산재,"레디믹스트 콘크리트[25-24-150,경상도]",7.78.E-01,kgSbe/m3,7.65.E-01,1.23.E-02,-,-,2.58.E+02,kgCO2e/m3,2.56.E+02,1.92.E+00,-,-,8.43.E-02,kgCFC-11e/m3,8.43.E-02,1.47.E-06,-,-,2.80.E-01,kgSO2e/m3,2.75.E-01,5.60.E-03,-,-,6.08.E-02,kgPO43-e/m3,6.01.E-02,7.15.E-04,-,-,7.85.E-02,kgC2H4e/m3,7.84.E-02,1.84.E-04,-,-,5.85.E-01,m3H2Oe/m3,4.80.E-01,1.05.E-01,-,-,2021-11-02,2024-11-01,,,,
1249,부산산업(주),606-81-56897,환경성적,2021-395,생산재,"레디믹스트 콘크리트[25-21-150,경상도]",7.61.E-01,kgSbe/m3,7.49.E-01,1.19.E-02,-,-,2.52.E+02,kgCO2e/m3,2.50.E+02,1.86.E+00,-,-,8.12.E-02,kgCFC-11e/m3,8.12.E-02,1.47.E-06,-,-,2.73.E-01,kgSO2e/m3,2.67.E-01,5.46.E-03,-,-,5.90.E-02,kgPO43-e/m3,5.83.E-02,6.92.E-04,-,-,7.78.E-02,kgC2H4e/m3,7.76.E-02,1.78.E-04,-,-,5.80.E-01,m3H2Oe/m3,4.75.E-01,1.04.E-01,-,-,2021-11-02,2024-11-01,,,,
1250,부산산업(주),606-81-56897,환경성적,2021-396,생산재,"레디믹스트 콘크리트[25-27-150,경상도]",8.67.E-01,kgSbe/m3,8.54.E-01,1.30.E-02,-,-,2.93.E+02,kgCO2e/m3,2.91.E+02,2.03.E+00,-,-,8.20.E-02,kgCFC-11e/m3,8.20.E-02,1.47.E-06,-,-,3.10.E-01,kgSO2e/m3,3.04.E-01,5.78.E-03,-,-,6.48.E-02,kgPO43-e/m3,6.41.E-02,7.49.E-04,-,-,8.07.E-02,kgC2H4e/m3,8.05.E-02,1.85.E-04,-,-,6.30.E-01,m3H2Oe/m3,5.14.E-01,1.16.E-01,-,-,2021-11-02,2024-11-01,,,,
1251,부산산업(주),606-81-56897,환경성적,2021-397,생산재,"레디믹스트 콘크리트[25-30-150,경상도]",8.49.E-01,kgSbe/m3,8.36.E-01,1.27.E-02,-,-,2.81.E+02,kgCO2e/m3,2.79.E+02,1.98.E+00,-,-,1.09.E-01,kgCFC-11e/m3,1.09.E-01,1.47.E-06,-,-,2.74.E-01,kgSO2e/m3,2.68.E-01,5.70.E-03,-,-,6.36.E-02,kgPO43-e/m3,6.29.E-02,7.33.E-04,-,-,8.42.E-02,kgC2H4e/m3,8.40.E-02,1.87.E-04,-,-,6.25.E-01,m3H2Oe/m3,5.17.E-01,1.08.E-01,-,-,2021-11-02,2024-11-01,,,,
1252,부산산업(주),606-81-56897,환경성적,2021-398,생산재,"레디믹스트 콘크리트[25-35-150,경상도]",9.36.E-01,kgSbe/m3,9.23.E-01,1.21.E-02,-,-,3.14.E+02,kgCO2e/m3,3.12.E+02,1.89.E+00,-,-,1.13.E-01,kgCFC-11e/m3,1.13.E-01,1.47.E-06,-,-,2.94.E-01,kgSO2e/m3,2.89.E-01,5.56.E-03,-,-,6.75.E-02,kgPO43-e/m3,6.68.E-02,7.07.E-04,-,-,8.75.E-02,kgC2H4e/m3,8.73.E-02,1.85.E-04,-,-,6.45.E-01,m3H2Oe/m3,5.47.E-01,9.83.E-02,-,-,2021-11-02,2024-11-01,,,,
1253,(주)미륭,617-81-05724,환경성적,2021-399,생산재,"레디믹스트 콘크리트[25-24-150,경상도]",6.88.E-01,kgSbe/m3,6.75.E-01,1.29.E-02,-,-,2.24.E+02,kgCO2e/m3,2.22.E+02,2.03.E+00,-,-,9.68.E-02,kgCFC-11e/m3,9.68.E-02,5.68.E-06,-,-,2.53.E-01,kgSO2e/m3,2.49.E-01,4.43.E-03,-,-,5.94.E-02,kgPO43-e/m3,5.87.E-02,6.86.E-04,-,-,6.92.E-02,kgC2H4e/m3,6.91.E-02,9.01.E-05,-,-,5.25.E-01,m3H2Oe/m3,4.14.E-01,1.11.E-01,-,-,2021-11-02,2024-11-01,,,,
1254,(주)미륭,617-81-05724,환경성적,2021-400,생산재,"레디믹스트 콘크리트[25-21-150,경상도]",6.20.E-01,kgSbe/m3,6.08.E-01,1.23.E-02,-,-,2.10.E+02,kgCO2e/m3,2.08.E+02,1.95.E+00,-,-,1.71.E-02,kgCFC-11e/m3,1.71.E-02,5.68.E-06,-,-,3.20.E-01,kgSO2e/m3,3.15.E-01,4.27.E-03,-,-,5.66.E-02,kgPO43-e/m3,5.59.E-02,6.58.E-04,-,-,5.95.E-02,kgC2H4e/m3,5.94.E-02,8.63.E-05,-,-,4.90.E-01,m3H2Oe/m3,3.75.E-01,1.14.E-01,-,-,2021-11-02,2024-11-01,,,,
1255,(주)미륭,617-81-05724,환경성적,2021-401,생산재,"레디믹스트 콘크리트[25-27-150,경상도]",7.76.E-01,kgSbe/m3,7.62.E-01,1.37.E-02,-,-,2.59.E+02,kgCO2e/m3,2.57.E+02,2.16.E+00,-,-,9.34.E-02,kgCFC-11e/m3,9.34.E-02,5.68.E-06,-,-,2.83.E-01,kgSO2e/m3,2.78.E-01,4.68.E-03,-,-,6.33.E-02,kgPO43-e/m3,6.26.E-02,7.28.E-04,-,-,7.11.E-02,kgC2H4e/m3,7.10.E-02,9.46.E-05,-,-,5.58.E-01,m3H2Oe/m3,4.45.E-01,1.13.E-01,-,-,2021-11-02,2024-11-01,,,,
1256,(주)미륭,617-81-05724,환경성적,2021-402,생산재,"레디믹스트 콘크리트[25-30-150,경상도]",8.16.E-01,kgSbe/m3,8.01.E-01,1.46.E-02,-,-,2.76.E+02,kgCO2e/m3,2.73.E+02,2.31.E+00,-,-,9.50.E-02,kgCFC-11e/m3,9.50.E-02,5.68.E-06,-,-,2.92.E-01,kgSO2e/m3,2.87.E-01,4.97.E-03,-,-,6.48.E-02,kgPO43-e/m3,6.40.E-02,7.78.E-04,-,-,7.10.E-02,kgC2H4e/m3,7.09.E-02,9.89.E-05,-,-,5.71.E-01,m3H2Oe/m3,4.59.E-01,1.12.E-01,-,-,2021-11-02,2024-11-01,,,,
1257,(주)미륭,617-81-05724,환경성적,2021-403,생산재,"레디믹스트 콘크리트[25-35-150,경상도]",8.14.E-01,kgSbe/m3,8.00.E-01,1.40.E-02,-,-,2.72.E+02,kgCO2e/m3,2.70.E+02,2.22.E+00,-,-,1.30.E-01,kgCFC-11e/m3,1.30.E-01,5.55.E-06,-,-,2.49.E-01,kgSO2e/m3,2.45.E-01,4.80.E-03,-,-,6.39.E-02,kgPO43-e/m3,6.31.E-02,7.48.E-04,-,-,7.27.E-02,kgC2H4e/m3,7.26.E-02,9.75.E-05,-,-,5.84.E-01,m3H2Oe/m3,4.65.E-01,1.18.E-01,-,-,2021-11-02,2024-11-01,,,,
1258,에이제이(주),312-81-06997,환경성적,2021-404,비내구재,"베베숲 네이처 센시티브[70매, 캡]",6.78.E-03,kgSbe/개,5.90.E-03,2.50.E-04,-,6.28.E-04,1.19.E+00,kgCO2e/개,8.27.E-01,5.98.E-02,-,3.03.E-01,5.74.E-05,kgCFC-11e/개,2.14.E-05,3.60.E-05,-,7.88.E-09,5.84.E-03,kgSO2e/개,5.41.E-03,4.17.E-05,-,3.85.E-04,1.60.E-03,kgPO43-e/개,1.42.E-03,1.62.E-05,-,1.67.E-04,8.41.E-04,kgC2H4e/개,7.34.E-04,5.03.E-05,-,5.69.E-05,1.37.E-02,m3H2Oe/개,1.34.E-02,2.50.E-04,-,7.43.E-05,2021-11-02,2024-11-01,,,,
1259,에이제이(주),312-81-06997,환경성적,2021-405,비내구재,"베베숲 네이처 제로[70매, 캡]",5.48.E-03,kgSbe/개,4.74.E-03,2.24.E-04,-,5.15.E-04,9.42.E-01,kgCO2e/개,6.48.E-01,5.91.E-02,-,2.35.E-01,4.44.E-05,kgCFC-11e/개,1.64.E-05,2.80.E-05,-,6.31.E-09,4.53.E-03,kgSO2e/개,4.16.E-03,4.45.E-05,-,3.26.E-04,1.28.E-03,kgPO43-e/개,1.13.E-03,1.58.E-05,-,1.38.E-04,7.10.E-04,kgC2H4e/개,6.23.E-04,4.06.E-05,-,4.67.E-05,1.05.E-02,m3H2Oe/개,1.02.E-02,2.21.E-04,-,5.97.E-05,2021-11-02,2024-11-01,,,,
1260,에이제이(주),312-81-06997,환경성적,2021-406,비내구재,"베베숲 네이처 골드[60매, 캡]",6.57.E-03,kgSbe/개,5.76.E-03,2.06.E-04,-,6.07.E-04,1.14.E+00,kgCO2e/개,8.03.E-01,3.75.E-02,-,2.98.E-01,5.66.E-05,kgCFC-11e/개,2.11.E-05,3.55.E-05,-,7.68.E-09,5.68.E-03,kgSO2e/개,5.29.E-03,2.28.E-05,-,3.68.E-04,1.56.E-03,kgPO43-e/개,1.39.E-03,1.06.E-05,-,1.62.E-04,8.23.E-04,kgC2H4e/개,7.21.E-04,4.68.E-05,-,5.50.E-05,1.33.E-02,m3H2Oe/개,1.30.E-02,2.26.E-04,-,7.24.E-05,2021-11-02,2024-11-01,,,,
1261,(주)케이산업,134-86-36988,저탄소제품,2021-407,생산재,경질폴리우레탄폼단열재 [2종2호],1.03.E+00,kgSbe/m3,1.01.E+00,2.04.E-02,-,-,1.16.E+02,kgCO2e/m3,1.11.E+02,4.55.E+00,-,-,4.28.E-03,kgCFC-11e/m3,4.28.E-03,4.03.E-08,-,-,5.53.E-01,kgSO2e/m3,5.47.E-01,6.15.E-03,-,-,2.23.E-01,kgPO43-e/m3,2.22.E-01,1.55.E-03,-,-,1.19.E-01,kgC2H4e/m3,1.19.E-01,2.78.E-04,-,-,5.87.E-01,m3H2Oe/m3,5.52.E-01,3.50.E-02,-,-,2021-11-02,2024-11-01,,,,
1262,(주)케이산업,134-86-36988,저탄소제품,2021-408,생산재,경질폴리우레탄폼단열재 [1종3호],1.02.E+00,kgSbe/m3,9.97.E-01,2.41.E-02,-,-,1.15.E+02,kgCO2e/m3,1.09.E+02,5.75.E+00,-,-,4.22.E-03,kgCFC-11e/m3,4.22.E-03,6.09.E-08,-,-,5.47.E-01,kgSO2e/m3,5.39.E-01,7.51.E-03,-,-,2.21.E-01,kgPO43-e/m3,2.19.E-01,2.32.E-03,-,-,1.18.E-01,kgC2H4e/m3,1.17.E-01,4.16.E-04,-,-,5.85.E-01,m3H2Oe/m3,5.45.E-01,3.98.E-02,-,-,2021-11-02,2024-11-01,,,,
1263,(주)케이산업,134-86-36988,저탄소제품,2021-409,생산재,경질폴리우레탄폼단열재 [2종1호],1.30.E+00,kgSbe/m3,1.28.E+00,2.08.E-02,-,-,1.45.E+02,kgCO2e/m3,1.40.E+02,4.95.E+00,-,-,5.40.E-03,kgCFC-11e/m3,5.40.E-03,5.05.E-08,-,-,6.92.E-01,kgSO2e/m3,6.85.E-01,6.45.E-03,-,-,2.77.E-01,kgPO43-e/m3,2.75.E-01,1.71.E-03,-,-,1.52.E-01,kgC2H4e/m3,1.52.E-01,3.43.E-04,-,-,7.35.E-01,m3H2Oe/m3,7.00.E-01,3.45.E-02,-,-,2021-11-02,2024-11-01,,,,
1264,미레아우드,543-66-00124,환경성적,2021-410,내구재,포레아 회전책장 4단(암스텔),4.39.E-01,kgSbe/개,2.03.E-01,1.22.E-01,-,1.14.E-01,9.63.E+01,kgCO2e/개,5.76.E+01,1.80.E+01,-,2.08.E+01,7.54.E-03,kgCFC-11e/개,4.30.E-03,3.24.E-03,-,1.44.E-06,4.48.E-01,kgSO2e/개,3.35.E-01,3.87.E-02,-,7.39.E-02,1.08.E-01,kgPO43-e/개,7.16.E-02,1.01.E-02,-,2.59.E-02,7.09.E-02,kgC2H4e/개,4.99.E-02,7.68.E-03,-,1.33.E-02,6.38.E+00,m3H2Oe/개,6.21.E+00,1.55.E-01,-,1.31.E-02,2021-11-02,2024-11-01,,,,
1265,미레아우드,543-66-00124,환경성적,2021-411,내구재,미르 회전책장 4단,2.37.E-01,kgSbe/개,1.23.E-01,5.35.E-02,-,6.06.E-02,4.86.E+01,kgCO2e/개,3.01.E+01,8.05.E+00,-,1.05.E+01,3.71.E-03,kgCFC-11e/개,2.09.E-03,1.63.E-03,-,7.25.E-07,2.63.E-01,kgSO2e/개,2.06.E-01,1.55.E-02,-,4.14.E-02,5.99.E-02,kgPO43-e/개,4.26.E-02,3.85.E-03,-,1.35.E-02,4.46.E-02,kgC2H4e/개,3.47.E-02,3.17.E-03,-,6.73.E-03,4.85.E+00,m3H2Oe/개,4.76.E+00,7.68.E-02,-,6.63.E-03,2021-11-02,2024-11-01,,,,
1266,한일산업(주),220-81-25680,환경성적,2021-412,생산재,"레디믹스트 콘크리트[25-24-150, 수도권]",6.68.E-01,kgSbe/m3,6.55.E-01,1.28.E-02,-,-,2.48.E+02,kgCO2e/m3,2.46.E+02,2.00.E+00,-,-,1.92.E-02,kgCFC-11e/m3,1.92.E-02,1.75.E-08,-,-,3.18.E-01,kgSO2e/m3,3.12.E-01,5.88.E-03,-,-,6.15.E-02,kgPO43-e/m3,6.07.E-02,7.45.E-04,-,-,6.46.E-02,kgC2H4e/m3,6.44.E-02,1.94.E-04,-,-,5.68.E-01,m3H2Oe/m3,4.59.E-01,1.09.E-01,-,-,2021-11-02,2024-11-01,,,,
1267,한일산업(주),220-81-25680,환경성적,2021-413,생산재,"레디믹스트 콘크리트[25-24-150, 충청도]",6.80.E-01,kgSbe/m3,6.70.E-01,9.59.E-03,-,-,2.46.E+02,kgCO2e/m3,2.44.E+02,1.51.E+00,-,-,1.25.E-02,kgCFC-11e/m3,1.25.E-02,3.51.E-09,-,-,2.87.E-01,kgSO2e/m3,2.84.E-01,3.06.E-03,-,-,5.09.E-02,kgPO43-e/m3,5.04.E-02,4.99.E-04,-,-,4.81.E-02,kgC2H4e/m3,4.81.E-02,4.71.E-05,-,-,4.78.E-01,m3H2Oe/m3,3.79.E-01,9.86.E-02,-,-,2021-11-02,2024-11-01,,,,
1268,한일산업(주),220-81-25680,환경성적,2021-414,생산재,"레디믹스트 콘크리트[25-21-120, 수도권]",5.12.E-01,kgSbe/m3,5.00.E-01,1.20.E-02,-,-,1.76.E+02,kgCO2e/m3,1.74.E+02,1.87.E+00,-,-,2.02.E-02,kgCFC-11e/m3,2.02.E-02,1.64.E-08,-,-,2.70.E-01,kgSO2e/m3,2.64.E-01,5.48.E-03,-,-,5.25.E-02,kgPO43-e/m3,5.18.E-02,6.95.E-04,-,-,6.34.E-02,kgC2H4e/m3,6.32.E-02,1.79.E-04,-,-,4.52.E-01,m3H2Oe/m3,3.48.E-01,1.04.E-01,-,-,2021-11-02,2024-11-01,,,,
1269,한일산업(주),220-81-25680,환경성적,2021-415,생산재,"레디믹스트 콘크리트[25-21-120, 충청도]",5.41.E-01,kgSbe/m3,5.28.E-01,1.37.E-02,-,-,1.92.E+02,kgCO2e/m3,1.89.E+02,2.15.E+00,-,-,1.35.E-02,kgCFC-11e/m3,1.35.E-02,4.99.E-09,-,-,2.45.E-01,kgSO2e/m3,2.41.E-01,4.35.E-03,-,-,4.48.E-02,kgPO43-e/m3,4.40.E-02,7.11.E-04,-,-,4.57.E-02,kgC2H4e/m3,4.57.E-02,6.60.E-05,-,-,4.23.E-01,m3H2Oe/m3,3.26.E-01,9.68.E-02,-,-,2021-11-02,2024-11-01,,,,
1270,한일산업(주),220-81-25680,환경성적,2021-416,생산재,"레디믹스트 콘크리트[25-24-120, 수도권]",5.73.E-01,kgSbe/m3,5.60.E-01,1.29.E-02,-,-,2.02.E+02,kgCO2e/m3,2.00.E+02,2.01.E+00,-,-,2.02.E-02,kgCFC-11e/m3,2.02.E-02,1.64.E-08,-,-,2.86.E-01,kgSO2e/m3,2.81.E-01,5.73.E-03,-,-,5.56.E-02,kgPO43-e/m3,5.49.E-02,7.41.E-04,-,-,6.51.E-02,kgC2H4e/m3,6.49.E-02,1.82.E-04,-,-,4.92.E-01,m3H2Oe/m3,3.88.E-01,1.04.E-01,-,-,2021-11-02,2024-11-01,,,,
1271,한일산업(주),220-81-25680,환경성적,2021-417,생산재,"레디믹스트 콘크리트[25-24-120, 충청도]",5.75.E-01,kgSbe/m3,5.61.E-01,1.44.E-02,-,-,2.02.E+02,kgCO2e/m3,1.99.E+02,2.27.E+00,-,-,1.29.E-02,kgCFC-11e/m3,1.29.E-02,5.20.E-09,-,-,2.63.E-01,kgSO2e/m3,2.58.E-01,4.58.E-03,-,-,4.76.E-02,kgPO43-e/m3,4.69.E-02,7.50.E-04,-,-,4.92.E-02,kgC2H4e/m3,4.91.E-02,6.87.E-05,-,-,4.30.E-01,m3H2Oe/m3,3.34.E-01,9.60.E-02,-,-,2021-11-02,2024-11-01,,,,
1272,한일산업(주),220-81-25680,환경성적,2021-418,생산재,"레디믹스트 콘크리트[25-27-150, 수도권]",6.68.E-01,kgSbe/m3,6.57.E-01,1.07.E-02,-,-,2.47.E+02,kgCO2e/m3,2.45.E+02,1.68.E+00,-,-,1.97.E-02,kgCFC-11e/m3,1.97.E-02,7.80.E-09,-,-,3.10.E-01,kgSO2e/m3,3.06.E-01,3.94.E-03,-,-,6.03.E-02,kgPO43-e/m3,5.97.E-02,5.79.E-04,-,-,6.55.E-02,kgC2H4e/m3,6.54.E-02,9.18.E-05,-,-,5.61.E-01,m3H2Oe/m3,4.59.E-01,1.02.E-01,-,-,2021-11-02,2024-11-01,,,,
1273,한일산업(주),220-81-25680,환경성적,2021-419,생산재,"레디믹스트 콘크리트[25-27-150, 충청도]",7.30.E-01,kgSbe/m3,7.21.E-01,8.15.E-03,-,-,2.66.E+02,kgCO2e/m3,2.64.E+02,1.29.E+00,-,-,1.29.E-02,kgCFC-11e/m3,1.29.E-02,3.30.E-09,-,-,3.01.E-01,kgSO2e/m3,2.98.E-01,2.64.E-03,-,-,5.33.E-02,kgPO43-e/m3,5.29.E-02,4.26.E-04,-,-,5.02.E-02,kgC2H4e/m3,5.02.E-02,4.28.E-05,-,-,4.90.E-01,m3H2Oe/m3,4.03.E-01,8.68.E-02,-,-,2021-11-02,2024-11-01,,,,
1274,(주)웰팜,303-81-32171,환경성적,2021-420,비내구재,자연원 유기농 석류착즙주스[980ml],4.54.E-02,kgSbe/개,4.21.E-02,2.90.E-03,-,4.38.E-04,7.21.E+00,kgCO2e/개,6.69.E+00,4.67.E-01,-,5.92.E-02,3.86.E-04,kgCFC-11e/개,3.07.E-04,7.88.E-05,-,4.78.E-09,2.27.E-02,kgSO2e/개,2.11.E-02,1.16.E-03,-,4.07.E-04,3.97.E-03,kgPO43-e/개,3.72.E-03,1.69.E-04,-,8.16.E-05,2.54.E-03,kgC2H4e/개,2.34.E-03,1.56.E-04,-,4.14.E-05,2.53.E-01,m3H2Oe/개,2.50.E-01,3.71.E-03,-,5.24.E-05,2021-11-02,2024-11-01,,,,
1275,(주)웰팜,303-81-32171,환경성적,2021-421,비내구재,자연원 유기농 감귤착즙주스[980ml],4.33.E-02,kgSbe/개,4.00.E-02,2.93.E-03,-,4.39.E-04,7.13.E+00,kgCO2e/개,6.60.E+00,4.70.E-01,-,5.93.E-02,2.43.E-04,kgCFC-11e/개,1.59.E-04,8.42.E-05,-,4.79.E-09,3.16.E-02,kgSO2e/개,3.00.E-02,1.12.E-03,-,4.08.E-04,9.61.E-03,kgPO43-e/개,9.36.E-03,1.68.E-04,-,8.17.E-05,1.80.E-03,kgC2H4e/개,1.60.E-03,1.58.E-04,-,4.15.E-05,2.48.E-01,m3H2Oe/개,2.43.E-01,4.04.E-03,-,5.25.E-05,2021-11-02,2024-11-01,,,,
1276,부일산업개발(주),621-81-09035,환경성적,2021-422,생산재,"레디믹스트 콘크리트[25-24-150,경상도]",7.31.E-01,kgSbe/m3,7.10.E-01,2.11.E-02,-,-,2.54.E+02,kgCO2e/m3,2.51.E+02,3.34.E+00,-,-,6.31.E-02,kgCFC-11e/m3,6.31.E-02,1.06.E-05,-,-,2.70.E-01,kgSO2e/m3,2.63.E-01,6.73.E-03,-,-,5.55.E-02,kgPO43-e/m3,5.44.E-02,1.10.E-03,-,-,5.57.E-02,kgC2H4e/m3,5.56.E-02,1.01.E-04,-,-,5.42.E-01,m3H2Oe/m3,4.08.E-01,1.34.E-01,-,-,2021-11-02,2024-11-01,,,,
